"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"3945",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4398,10,NA,"B1","2322 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,500","1,824",1955,1,"B1"," $518,000 ","10/13/2016",518000,1824,2500,0
"3947",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4399,4,NA,"B3","1613 ASTOR AVENUE"," ",10469,"2","                  -  ","2","6,630","2,040",1948,1,"B3"," $700,000 ","10/12/2016",7e+05,2040,6630,0
"3949",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4401,19,NA,"B1","2236 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","5,000","2,340",1965,1,"B1"," $656,000 ","10/25/2016",656000,2340,5000,0
"3951",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4479,8,NA,"B2","2408 WOODHULL"," ",10469,"2","                  -  ","2","3,017","2,192",2006,1,"B2"," $655,000 ","12/15/2016",655000,2192,3017,0
"3953",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4481,43,NA,"B1","1523 FIELDING STREET"," ",10469,"2","                  -  ","2","2,248","2,149",1940,1,"B1"," $465,000 ","10/13/2016",465000,2149,2248,0
"3954",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4481,70,NA,"B1","2531 WOODHULL AVENUE"," ",10469,"2","                  -  ","2","8,000","3,472",1945,1,"B1"," $755,000 ","8/2/2016",755000,3472,8000,0
"3957",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4487,22,NA,"B3","2546 WESTERVELT AVENUE"," ",10469,"2","                  -  ","2","2,500","2,420",1945,1,"B3"," $435,000 ","9/1/2016",435000,2420,2500,0
"3959",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4489,159,NA,"B1","2423 LODOVICK AVE"," ",10469,"2","                  -  ","2","2,500","3,084",2010,1,"B1"," $505,986 ","8/18/2016",505986,3084,2500,0
"3960",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4489,160,NA,"B1","2421 LODOVICK AVE"," ",10469,"2","                  -  ","2","2,500","3,084",2010,1,"B1"," $499,000 ","9/28/2016",499000,3084,2500,0
"3961",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4489,161,NA,"B1","2419 LODOVICK AVE"," ",10469,"2","                  -  ","2","2,500","3,084",2010,1,"B1"," $728,048 ","8/18/2016",728048,3084,2500,0
"3962",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4489,162,NA,"B1","2417 LODOVICK AVE"," ",10469,"2","                  -  ","2","2,500","3,084",2010,1,"B1"," $761,146 ","9/29/2016",761146,3084,2500,0
"3963",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4489,163,NA,"B1","2415 LODOVICK AVE"," ",10469,"2","                  -  ","2","2,500","3,084",2010,1,"B1"," $730,000 ","10/27/2016",730000,3084,2500,0
"3964",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4489,164,NA,"B1","2413 LODOVICK AVENUE"," ",10469,"2","                  -  ","2","2,500","2,980",2010,1,"B1"," $499,000 ","1/10/2017",499000,2980,2500,0
"3965",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4495,37,NA,"B3","2481 DELANOY AVENUE"," ",10469,"2","                  -  ","2","3,308","1,900",1987,1,"B3"," $595,000 ","5/25/2016",595000,1900,3308,0
"3966",2,"PELHAM GARDENS","02 TWO FAMILY DWELLINGS                    ","1",4495,38,NA,"B1","2475 DELANOY AVENUE"," ",10469,"2","                  -  ","2","3,308","1,250",1987,1,"B1"," $407,000 ","10/21/2016",407000,1250,3308,0
"3971",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4365,33,NA,"A1","2220 ESPLANADE AVE"," ",10469,"1","                  -  ","1","1,924","1,738",1960,1,"A1"," $312,000 ","8/18/2016",312000,1738,1924,0
"3972",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4365,35,NA,"A5","2224 ESPLANADE"," ",10469,"1","                  -  ","1","2,352","1,636",1960,1,"A5"," $585,000 ","10/14/2016",585000,1636,2352,0
"3973",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4365,57,NA,"A2","2231 HERING AVE"," ",10469,"1","                  -  ","1","5,988","2,688",1970,1,"A2"," $675,000 ","9/28/2016",675000,2688,5988,0
"3974",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4368,5,NA,"A1","2300 LACONIA AVENUE"," ",10469,"1","                  -  ","1","2,858","1,774",1920,1,"A1"," $475,000 ","7/14/2016",475000,1774,2858,0
"3976",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4368,20,NA,"A5","2338 LACONIA AVENUE"," ",10469,"1","                  -  ","1","2,500","1,726",1920,1,"A5"," $445,000 ","12/27/2016",445000,1726,2500,0
"3977",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4371,26,NA,"A1","2231 PEARSALL AVENUE"," ",10469,"1","                  -  ","1","5,000","2,704",1935,1,"A1"," $581,000 ","12/1/2016",581000,2704,5000,0
"3978",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4372,17,NA,"A1","2236 PEARSALL AVENUE"," ",10469,"1","                  -  ","1","2,500","1,800",1950,1,"A1"," $545,000 ","6/30/2016",545000,1800,2500,0
"3981",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4375,19,NA,"A1","1228 WARING AVENUE"," ",10469,"1","                  -  ","1","4,100","1,521",1955,1,"A1"," $485,000 ","7/28/2016",485000,1521,4100,0
"3982",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4382,19,NA,"A2","1330 WARING AVENUE"," ",10469,"1","                  -  ","1","3,450","3,300",1950,1,"A2"," $545,000 ","8/1/2016",545000,3300,3450,0
"3985",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4385,37,NA,"A2","2215 FENTON AVENUE"," ",10469,"1","                  -  ","1","5,021","1,313",1940,1,"A2"," $540,000 ","3/11/2016",540000,1313,5021,0
"3986",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4387,11,NA,"A1","2308 SEYMOUR AVENUE"," ",10469,"1","                  -  ","1","2,339","1,664",1930,1,"A1"," $530,000 ","12/28/2016",530000,1664,2339,0
"3987",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4388,32,NA,"A2","1438 WARING AVENUE"," ",10469,"1","                  -  ","1","2,429","912",1925,1,"A2"," $330,000 ","3/23/2016",330000,912,2429,0
"3988",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4436,19,NA,"A1","2436 WALLACE AVENUE"," ",10467,"1","                  -  ","1","2,500","2,200",1920,1,"A1"," $710,000 ","11/15/2016",710000,2200,2500,0
"3991",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4437,36,NA,"A2","2449 MATTHEWS AVENUE"," ",10467,"1","                  -  ","1","2,500","1,140",1899,1,"A2"," $355,000 ","1/20/2017",355000,1140,2500,0
"3992",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4445,38,NA,"S1","906 ALLERTON AVENUE"," ",10469,"1","1","2","2,502","1,040",1925,1,"S1"," $330,000 ","11/15/2016",330000,1040,2502,0
"3993",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4447,51,NA,"A5","2515 PAULDING AVENUE"," ",10469,"1","                  -  ","1","1,800","1,750",1950,1,"A5"," $450,000 ","11/4/2016",450000,1750,1800,0
"3994",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4450,11,NA,"A5","2532 WILLIAMSBRIDGE ROAD"," ",10469,"1","                  -  ","1","1,600","1,908",1960,1,"A5"," $383,005 ","3/10/2016",383005,1908,1600,0
"3997",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4455,67,NA,"A2","2410 ESPLANADE AVENUE"," ",10469,"1","                  -  ","1","4,275","2,520",1970,1,"A2"," $460,000 ","3/31/2016",460000,2520,4275,0
"3998",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4457,13,NA,"A5","2516 YATES AVENUE"," ",10469,"1","                  -  ","1","1,800","1,782",1940,1,"A5"," $405,000 ","7/28/2016",405000,1782,1800,0
"4000",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4457,53,NA,"A5","1142 ALLERTON AVENUE"," ",10469,"1","                  -  ","1","2,100","1,180",1960,1,"A5"," $400,000 ","11/10/2016",4e+05,1180,2100,0
"4001",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4458,19,NA,"A1","2532 HERING AVENUE"," ",10469,"1","                  -  ","1","2,500","1,024",1925,1,"A1"," $300,000 ","6/16/2016",3e+05,1024,2500,0
"4002",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4458,71,NA,"A2","2531 TENBROECK AVENUE"," ",10469,"1","                  -  ","1","2,100","1,564",1950,1,"A2"," $325,000 ","8/5/2016",325000,1564,2100,0
"4003",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4462,11,NA,"A1","2514 TENBROECK AVENUE"," ",10469,"1","                  -  ","1","2,500","1,850",1940,1,"A1"," $554,000 ","8/4/2016",554000,1850,2500,0
"4005",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4462,57,NA,"A1","2565 PEARSALL AVE"," ",10469,"1","                  -  ","1","2,417","1,940",1950,1,"A1"," $540,000 ","11/15/2016",540000,1940,2417,0
"4006",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4463,29,NA,"A5","2556 STEDMAN PLACE"," ",10469,"1","                  -  ","1","2,250","1,584",1960,1,"A5"," $365,000 ","12/23/2016",365000,1584,2250,0
"4009",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4466,119,NA,"A5","2440 WILSON AVENUE"," ",10469,"1","                  -  ","1","1,800","1,584",1950,1,"A5"," $485,000 ","7/15/2016",485000,1584,1800,0
"4011",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4470,77,NA,"A1","2529 FISH AVENUE"," ",10469,"1","                  -  ","1","3,742","1,881",1960,1,"A1"," $462,500 ","12/8/2016",462500,1881,3742,0
"4012",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4472,48,NA,"A1","2433 MORGAN AVENUE"," ",10469,"1","                  -  ","1","2,500","1,980",1955,1,"A1"," $485,000 ","6/22/2016",485000,1980,2500,0
"4014",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4473,13,NA,"A2","2418 MORGAN AVENUE"," ",10469,"1","                  -  ","1","2,500","1,093",1920,1,"A2"," $465,000 ","9/6/2016",465000,1093,2500,0
"4015",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4473,14,NA,"A1","2420 MORGAN AVE"," ",10469,"1","                  -  ","1","2,500","1,548",1915,1,"A1"," $610,000 ","5/23/2016",610000,1548,2500,0
"4016",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4473,51,NA,"A2","2425 FENTON AVENUE"," ",10469,"1","                  -  ","1","3,742","1,811",1925,1,"A2"," $360,000 ","11/18/2016",360000,1811,3742,0
"4017",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4474,34,NA,"A5","2562 FISH AVENUE"," ",10469,"1","                  -  ","1","2,500","2,055",1951,1,"A5"," $550,000 ","9/28/2016",550000,2055,2500,0
"4018",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4474,34,NA,"A5","2562 FISH"," ",10469,"1","                  -  ","1","2,500","2,055",1951,1,"A5"," $330,000 ","2/25/2016",330000,2055,2500,0
"4020",2,"PELHAM PARKWAY NORTH","01 ONE FAMILY DWELLINGS                    ","1",4476,6,NA,"A5","2500 MORGAN AVE"," ",10469,"1","                  -  ","1","2,300","1,620",1945,1,"A5"," $540,570 ","8/29/2016",540570,1620,2300,0
"4024",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4345,33,NA,"B9","766 ASTOR AVE"," ",10467,"2","                  -  ","2","2,500","2,175",1960,1,"B9"," $440,000 ","3/22/2016",440000,2175,2500,0
"4025",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4348,26,NA,"B1","2344 HOLLAND AVENUE"," ",10467,"2","                  -  ","2","2,200","1,857",1970,1,"B1"," $393,380 ","8/24/2016",393380,1857,2200,0
"4027",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4352,35,NA,"B1","2341 BARNES"," ",10467,"2","                  -  ","2","2,500","1,800",1955,1,"B1"," $225,000 ","9/23/2016",225000,1800,2500,0
"4029",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4353,35,NA,"B1","2333 MATTHEWS AVENUE"," ",10467,"2","                  -  ","2","5,000","2,958",1940,1,"B1"," $630,000 ","9/12/2016",630000,2958,5000,0
"4030",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4354,16,NA,"B1","2322 MATTHEWS AVENUE"," ",10467,"2","                  -  ","2","2,500","2,425",1950,1,"B1"," $540,800 ","3/23/2016",540800,2425,2500,0
"4031",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4364,21,NA,"B1","1066 STELL PLACE"," ",10469,"2","                  -  ","2","2,805","2,592",1920,1,"B1"," $660,000 ","5/24/2016",660000,2592,2805,0
"4032",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4364,31,NA,"B9","1050 WARING AVENUE"," ",10469,"2","                  -  ","2","2,550","2,966",1960,1,"B9"," $300,000 ","12/28/2016",3e+05,2966,2550,0
"4035",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4364,49,NA,"B1","1065 STELL PLACE"," ",10469,"2","                  -  ","2","3,000","2,668",1920,1,"B1"," $645,000 ","2/10/2016",645000,2668,3000,0
"4036",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4375,15,NA,"B1","2322 PEARSALL AVENUE"," ",10469,"2","                  -  ","2","3,742","3,614",1955,1,"B1"," $605,000 ","9/28/2016",605000,3614,3742,0
"4037",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4375,28,NA,"B3","2321 THROOP"," ",10469,"2","                  -  ","2","3,300","2,184",1955,1,"B3"," $464,250 ","5/2/2016",464250,2184,3300,0
"4040",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4381,23,NA,"B3","1308 WARING AVENUE"," ",10469,"2","                  -  ","2","3,025","2,066",1955,1,"B3"," $460,000 ","9/23/2016",460000,2066,3025,0
"4041",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4382,3,NA,"B1","1339 ASTOR AVENUE"," ",10469,"2","                  -  ","2","3,200","2,201",1955,1,"B1"," $490,000 ","3/3/2016",490000,2201,3200,0
"4043",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4384,27,NA,"B1","1402 ASTOR AVENUE"," ",10469,"2","                  -  ","2","2,492","2,265",1950,1,"B1"," $670,000 ","11/28/2016",670000,2265,2492,0
"4044",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4385,7,NA,"B1","1427 PELHAM PARKWAY NORTH"," ",10469,"2","                  -  ","2","2,336","2,258",1960,1,"B1"," $600,000 ","7/29/2016",6e+05,2258,2336,0
"4046",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4388,42,NA,"B1","2319 FENTON AVENUE"," ",10469,"2","                  -  ","2","2,800","1,690",1955,1,"B1"," $530,000 ","5/27/2016",530000,1690,2800,0
"4047",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4437,33,NA,"B1","816 MACE AVENUE"," ",10467,"2","                  -  ","2","2,792","1,908",1955,1,"B1"," $455,000 ","2/23/2016",455000,1908,2792,0
"4053",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4441,7,NA,"B1","827 MACE AVENUE"," ",10467,"2","                  -  ","2","2,500","1,956",1920,1,"B1"," $525,000 ","5/18/2016",525000,1956,2500,0
"4056",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4446,27,NA,"B3","2556 RADCLIFF AVENUE"," ",10469,"2","                  -  ","2","5,000","1,760",1940,1,"B3"," $495,000 ","11/10/2016",495000,1760,5000,0
"4058",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4447,28,NA,"B1","2560 COLDEN AVENUE"," ",10469,"2","                  -  ","2","1,700","2,160",1965,1,"B1"," $330,000 ","9/9/2016",330000,2160,1700,0
"4060",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4450,59,NA,"B1","2535 HONE AVENUE"," ",10469,"2","                  -  ","2","2,125","1,560",1945,1,"B1"," $370,000 ","5/12/2016",370000,1560,2125,0
"4061",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4451,10,NA,"B3","2510 HONE AVENUE"," ",10469,"2","                  -  ","2","2,500","1,473",1935,1,"B3"," $335,000 ","7/18/2016",335000,1473,2500,0
"4062",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4451,15,NA,"B1","2520 HONE AVENUE"," ",10469,"2","                  -  ","2","2,500","1,550",1940,1,"B1"," $340,000 ","9/22/2016",340000,1550,2500,0
"4064",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4452,60,NA,"B3","2561 LACONIA AVENUE"," ",10469,"2","                  -  ","2","2,500","1,615",1940,1,"B3"," $480,000 ","7/8/2016",480000,1615,2500,0
"4065",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4452,61,NA,"B3","2559 LACONIA AVENUE"," ",10469,"2","                  -  ","2","2,500","1,615",1940,1,"B3"," $380,000 ","7/28/2016",380000,1615,2500,0
"4066",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4453,5,NA,"B3","2400 LACONIA AVENUE"," ",10469,"2","                  -  ","2","5,000","2,324",1930,1,"B3"," $325,000 ","6/9/2016",325000,2324,5000,0
"4068",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4453,18,NA,"B3","2426 LACONIA AVENUE"," ",10469,"2","                  -  ","2","2,800","2,330",1935,1,"B3"," $610,000 ","8/9/2016",610000,2330,2800,0
"4069",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4453,32,NA,"B1","2450 LACONIA AVENUE"," ",10469,"2","                  -  ","2","3,742","3,085",1940,1,"B1"," $735,000 ","7/14/2016",735000,3085,3742,0
"4071",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4457,76,NA,"B3","2513 HERING AVENUE"," ",10469,"2","                  -  ","2","4,042","2,599",1950,1,"B3"," $670,000 ","9/22/2016",670000,2599,4042,0
"4074",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4461,45,NA,"B1","2419 BOUCK AVENUE"," ",10469,"2","                  -  ","2","2,850","2,520",2000,1,"B1"," $650,000 ","2/8/2016",650000,2520,2850,0
"4077",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4463,207,NA,"B1","11 GABRIEL DRIVE"," ",10469,"2","                  -  ","2","1,908","2,640",1991,1,"B1"," $670,000 ","7/5/2016",670000,2640,1908,0
"4078",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4463,213,NA,"B1","23 GABRIEL DRIVE"," ",10469,"2","                  -  ","2","1,908","2,640",1991,1,"B1"," $620,000 ","2/10/2016",620000,2640,1908,0
"4079",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4465,1,NA,"B1","1291 WARING AVENUE"," ",10469,"2","                  -  ","2","2,500","3,564",1975,1,"B1"," $650,000 ","4/18/2016",650000,3564,2500,0
"4080",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4465,33,NA,"B1","1288 MACE AVENUE"," ",10469,"2","                  -  ","2","2,500","2,300",1950,1,"B1"," $520,000 ","4/26/2016",520000,2300,2500,0
"4082",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4469,9,NA,"B9","2504 WILSON AVENUE"," ",10469,"2","                  -  ","2","2,000","2,220",1945,1,"B9"," $432,000 ","10/3/2016",432000,2220,2000,0
"4083",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4469,148,NA,"B1","2572 WILSON AVENUE"," ",10469,"2","                  -  ","2","2,700","1,446",1950,1,"B1"," $360,000 ","1/20/2017",360000,1446,2700,0
"4084",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4470,30,NA,"B1","2550 YOUNG AVENUE"," ",10469,"2","                  -  ","2","3,200","1,982",1955,1,"B1"," $523,000 ","4/22/2016",523000,1982,3200,0
"4086",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4472,1,NA,"B3","2401 MORGAN AVENUE"," ",10469,"2","                  -  ","2","3,750","1,312",1940,1,"B3"," $673,000 ","10/17/2016",673000,1312,3750,0
"4088",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4472,1,NA,"B3","2401 MORGAN AVENUE"," ",10469,"2","                  -  ","2","3,750","1,312",1940,1,"B3"," $699,128 ","6/27/2016",699128,1312,3750,0
"4089",2,"PELHAM PARKWAY NORTH","02 TWO FAMILY DWELLINGS                    ","1",4472,3,NA,"B1","2409 MORGAN AVENUE"," ",10469,"2","                  -  ","2","4,000","2,206",1950,1,"B1"," $373,364 ","9/20/2016",373364,2206,4000,0
"4091",2,"PELHAM PARKWAY NORTH","03 THREE FAMILY DWELLINGS                  ","1",4369,35,NA,"C0","2329 ESPLANADE AVENUE"," ",10469,"3","                  -  ","3","3,325","4,090",1920,1,"C0"," $315,000 ","9/10/2016",315000,4090,3325,0
"4096",2,"PELHAM PARKWAY NORTH","03 THREE FAMILY DWELLINGS                  ","1",4436,20,NA,"C0","2438 WALLACE AVENUE"," ",10467,"3","                  -  ","3","2,500","3,720",1910,1,"C0"," $470,000 ","6/20/2016",470000,3720,2500,0
"4097",2,"PELHAM PARKWAY NORTH","03 THREE FAMILY DWELLINGS                  ","1",4441,45,NA,"C0","2563 BRONXWOOD AVENUE"," ",10469,"3","                  -  ","3","2,500","2,672",1930,1,"C0"," $470,000 ","3/1/2016",470000,2672,2500,0
"4098",2,"PELHAM PARKWAY NORTH","03 THREE FAMILY DWELLINGS                  ","1",4450,5,NA,"C0","2515 HONE AVENUE"," ",10469,"3","                  -  ","3","2,672","4,896",1975,1,"C0"," $580,000 ","7/15/2016",580000,4896,2672,0
"4099",2,"PELHAM PARKWAY NORTH","03 THREE FAMILY DWELLINGS                  ","1",4455,34,NA,"C0","1170 MACE AVENUE"," ",10469,"3","                  -  ","3","4,200","2,865",1925,1,"C0"," $540,000 ","8/26/2016",540000,2865,4200,0
"4117",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4202,37,NA,"A1","1846 HERING AVENUE"," ",10461,"1","                  -  ","1","2,800","1,476",1930,1,"A1"," $557,500 ","8/17/2016",557500,1476,2800,0
"4118",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4202,72,NA,"A1","1180 LAKEWOOD PLACE"," ",10461,"1","                  -  ","1","4,524","2,010",1925,1,"A1"," $710,000 ","11/7/2016",710000,2010,4524,0
"4119",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4202,74,NA,"A1","1186 LAKEWOOD PL"," ",10461,"1","                  -  ","1","5,885","1,480",1925,1,"A1"," $625,000 ","10/18/2016",625000,1480,5885,0
"4120",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4203,34,NA,"A5","1834 TENBROECK AVENUE"," ",10461,"1","                  -  ","1","2,525","1,980",1935,1,"A5"," $455,000 ","8/1/2016",455000,1980,2525,0
"4123",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4220,10,NA,"A2","1516 MC DONALD STREET"," ",10461,"1","                  -  ","1","2,156","1,660",1956,1,"A2"," $375,000 ","6/16/2016",375000,1660,2156,0
"4126",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4277,59,NA,"A1","1954 TENBROECK AVENUE"," ",10461,"1","                  -  ","1","9,600","4,055",1940,1,"A1"," $1,089,000 ","6/7/2016",1089000,4055,9600,0
"4128",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4278,58,NA,"A1","1255 PAWNEE PLACE"," ",10461,"1","                  -  ","1","4,121","2,295",1940,1,"A1"," $750,000 ","6/30/2016",750000,2295,4121,0
"4130",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4305,12,NA,"A1","2029 TOMLINSON AVENUE"," ",10461,"1","                  -  ","1","2,500","1,458",1935,1,"A1"," $415,000 ","9/6/2016",415000,1458,2500,0
"4133",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4327,20,NA,"A1","2115 LURTING AVENUE"," ",10461,"1","                  -  ","1","2,500","2,720",1940,1,"A1"," $537,000 ","8/31/2016",537000,2720,2500,0
"4135",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4331,15,NA,"A3","2137 TOMLINSON AVENUE"," ",10461,"1","                  -  ","1","5,000","1,496",1930,1,"A3"," $565,000 ","9/29/2016",565000,1496,5000,0
"4136",2,"PELHAM PARKWAY SOUTH","01 ONE FAMILY DWELLINGS                    ","1",4331,17,NA,"A3","2133 TOMLINSON AVE"," ",10461,"1","                  -  ","1","5,000","1,496",1930,1,"A3"," $565,000 ","12/16/2016",565000,1496,5000,0
"4139",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4202,19,NA,"B1","1825 TENBROECK AVENUE"," ",10461,"2","                  -  ","2","3,000","2,443",1940,1,"B1"," $595,000 ","7/28/2016",595000,2443,3000,0
