"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"221",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4962,28,NA,"A1","3964 AMUNDSON AVENUE"," ",10466,"1","                  -  ","1","2,500","1,386",1925,1,"A1"," $405,000 ","9/1/2016",405000,1386,2500,0
"222",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4962,67,NA,"A2","3927 DURYEA AVENUE"," ",10466,"1","                  -  ","1","3,333","1,512",1939,1,"A2"," $243,360 ","11/29/2016",243360,1512,3333,0
"224",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4968,36,NA,"A1","3916 SECOR AVENUE"," ",10466,"1","                  -  ","1","3,563","2,080",1920,1,"A1"," $416,000 ","9/23/2016",416000,2080,3563,0
"225",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4969,39,NA,"A1","4042 SECOR AVENUE"," ",10466,"1","                  -  ","1","2,250","1,376",1920,1,"A1"," $470,000 ","4/13/2016",470000,1376,2250,0
"227",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4971,45,NA,"A1","4026 ROMBOUTS AVENUE"," ",10466,"1","                  -  ","1","4,203","1,060",1930,1,"A1"," $429,000 ","2/18/2016",429000,1060,4203,0
"228",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4977,20,NA,"A1","4032 WICKHAM AVENUE"," ",10466,"1","                  -  ","1","2,375","1,341",1930,1,"A1"," $400,000 ","11/3/2016",4e+05,1341,2375,0
"231",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4979,18,NA,"A5","4046 ELY AVENUE"," ",10466,"1","                  -  ","1","1,710","1,152",1940,1,"A5"," $340,000 ","6/14/2016",340000,1152,1710,0
"232",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4980,84,NA,"A1","4035 EDSON AVENUE"," ",10466,"1","                  -  ","1","2,500","1,340",1925,1,"A1"," $375,000 ","1/18/2017",375000,1340,2500,0
"233",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4981,68,NA,"A5","4053 BAYCHESTER AVENUE"," ",10466,"1","                  -  ","1","1,500","2,160",1965,1,"A5"," $375,000 ","3/28/2016",375000,2160,1500,0
"234",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4983,23,NA,"A1","4048 DEREIMER AVE"," ",10466,"1","                  -  ","1","2,375","1,224",1930,1,"A1"," $190,000 ","1/10/2017",190000,1224,2375,0
"235",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4983,27,NA,"A1","4060 DE REIMER AVENUE"," ",10466,"1","                  -  ","1","4,750","1,400",1920,1,"A1"," $330,564 ","7/20/2016",330564,1400,4750,0
"236",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4983,45,NA,"A5","4098 DEREIMER AVENUE"," ",10466,"1","                  -  ","1","1,980","1,260",1950,1,"A5"," $175,000 ","10/6/2016",175000,1260,1980,0
"237",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4985,76,NA,"A5","4035 HILL AVENUE"," ",10466,"1","                  -  ","1","1,670","1,156",1960,1,"A5"," $338,000 ","12/8/2016",338000,1156,1670,0
"238",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4985,176,NA,"A5","4033 HILL AVE"," ",10466,"1","                  -  ","1","1,718","1,088",1960,1,"A5"," $395,200 ","12/30/2016",395200,1088,1718,0
"239",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",4985,176,NA,"A5","4033 HILL AVE"," ",10466,"1","                  -  ","1","1,718","1,088",1960,1,"A5"," $190,000 ","7/25/2016",190000,1088,1718,0
"240",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5134,215,NA,"A2","2198 PALMER AVENUE"," ",10475,"1","                  -  ","1","2,748","544",1915,1,"A2"," $150,000 ","4/18/2016",150000,544,2748,0
"242",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5135,77,NA,"A2","2309 HUNTER AVENUE"," ",10475,"1","                  -  ","1","2,375","1,260",1910,1,"A2"," $230,000 ","11/4/2016",230000,1260,2375,0
"247",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5259,32,NA,"A2","3419 BOLLER AVENUE"," ",10475,"1","                  -  ","1","2,500","2,145",1932,1,"A2"," $231,000 ","1/9/2017",231000,2145,2500,0
"248",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5259,32,NA,"A2","3419 BOLLER AVENUE"," ",10475,"1","                  -  ","1","2,500","2,145",1932,1,"A2"," $580,760 ","5/2/2016",580760,2145,2500,0
"250",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5270,6,NA,"A2","2230 HOLLERS AVENUE"," ",10475,"1","                  -  ","1","6,250","1,696",1920,1,"A2"," $500,000 ","10/14/2016",5e+05,1696,6250,0
"251",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5270,9,NA,"S1","2236 HOLLERS AVENUE"," ",10475,"1","1","2","5,000","1,216",1930,1,"S1"," $700,000 ","10/14/2016",7e+05,1216,5000,0
"252",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5270,61,NA,"A2","3448 STEENWICK AVENUE"," ",10475,"1","                  -  ","1","2,500","861",1915,1,"A2"," $240,000 ","12/21/2016",240000,861,2500,0
"253",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5273,21,NA,"A2","3513 ROMBOUTS AVENUE"," ",10475,"1","                  -  ","1","4,755","1,487",1959,1,"A2"," $337,400 ","9/6/2016",337400,1487,4755,0
"254",2,"BAYCHESTER","01 ONE FAMILY DWELLINGS                    ","1",5655,144,NA,"A5","3515 MC OWEN AVENUE"," ",10475,"1","                  -  ","1","3,000","1,960",1965,1,"A5"," $135,000 ","8/9/2016",135000,1960,3000,0
"257",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4714,42,NA,"B9","1135 EAST 219 STREET"," ",10469,"2","                  -  ","2","2,501","2,125",1950,1,"B9"," $257,500 ","2/12/2016",257500,2125,2501,0
"258",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4714,104,NA,"B1","3766 LACONIA AVENUE"," ",10469,"2","                  -  ","2","1,888","2,061",1950,1,"B1"," $570,000 ","8/17/2016",570000,2061,1888,0
"259",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4715,36,NA,"B2","1453 OAKLEY STREET"," ",10469,"2","                  -  ","2","2,375","1,810",1920,1,"B2"," $435,000 ","9/19/2016",435000,1810,2375,0
"261",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4716,21,NA,"B1","1126A EAST 222 STREET"," ",10469,"2","                  -  ","2","2,114","1,900",1950,1,"B1"," $477,000 ","2/18/2016",477000,1900,2114,0
"262",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4717,25,NA,"B1","1458 OAKLEY STREET"," ",10469,"2","                  -  ","2","3,515","2,750",2014,1,"B1"," $672,000 ","2/23/2016",672000,2750,3515,0
"264",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4717,38,NA,"B9","1463 NEEDHAM AVENUE"," ",10469,"2","                  -  ","2","2,850","2,110",1950,1,"B9"," $588,000 ","12/5/2016",588000,2110,2850,0
"265",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4717,69,NA,"B9","3606 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","3,628","3,640",1955,1,"B9"," $529,000 ","7/19/2016",529000,3640,3628,0
"268",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4726,32,NA,"B1","3538 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","2,500","1,880",1920,1,"B1"," $331,675 ","4/1/2016",331675,1880,2500,0
"269",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4728,27,NA,"B9","3521 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","4,200","3,300",1970,1,"B9"," $395,460 ","3/3/2016",395460,3300,4200,0
"271",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4730,53,NA,"B2","3438 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","2,375","1,560",1950,1,"B2"," $520,000 ","5/20/2016",520000,1560,2375,0
"273",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4737,32,NA,"B3","3317 FENTON AVENUE"," ",10469,"2","                  -  ","2","1,900","1,406",1945,1,"B3"," $424,000 ","5/18/2016",424000,1406,1900,0
"275",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4739,1,NA,"B1","3248 WILSON AVENUE"," ",10469,"2","                  -  ","2","2,000","2,499",1950,1,"B1"," $344,760 ","10/6/2016",344760,2499,2000,0
"276",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4739,53,NA,"B1","3238 WILSON AVENUE"," ",10469,"2","                  -  ","2","2,658","1,976",1930,1,"B1"," $535,000 ","12/15/2016",535000,1976,2658,0
"277",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4740,29,NA,"B1","3202 FISH AVENUE"," ",10469,"2","                  -  ","2","5,000","1,631",1956,1,"B1"," $630,000 ","1/17/2017",630000,1631,5000,0
"278",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4740,29,NA,"B1","3202 FISH AVENUE"," ",10469,"2","                  -  ","2","5,000","1,631",1956,1,"B1"," $395,000 ","7/28/2016",395000,1631,5000,0
"280",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4741,38,NA,"B1","3214 SEYMOUR AVENUE"," ",10469,"2","                  -  ","2","2,500","2,160",1920,1,"B1"," $431,379 ","10/17/2016",431379,2160,2500,0
"281",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4744,7,NA,"B3","3345 MICKLE AVENUE"," ",10469,"2","                  -  ","2","1,520","1,440",1940,1,"B3"," $162,000 ","7/11/2016",162000,1440,1520,0
"282",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4744,8,NA,"B3","3343 MICKLE AVENUE"," ",10469,"2","                  -  ","2","1,520","1,440",1940,1,"B3"," $475,000 ","4/11/2016",475000,1440,1520,0
"283",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4744,49,NA,"B1","3334 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","2,300","2,156",1930,1,"B1"," $158,300 ","3/3/2016",158300,2156,2300,0
"285",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4745,32,NA,"B3","1609 GIVAN AVENUE"," ",10469,"2","                  -  ","2","2,727","1,540",1920,1,"B3"," $414,000 ","8/26/2016",414000,1540,2727,0
"287",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4746,12,NA,"B1","3241 EASTCHESTER ROAD"," ",10469,"2","                  -  ","2","2,200","1,475",1955,1,"B1"," $375,000 ","7/20/2016",375000,1475,2200,0
"289",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,8,NA,"B1","1674 GIVAN AVENUE"," ",10469,"2","                  -  ","2","1,780","2,300",1965,1,"B1"," $300,000 ","7/29/2016",3e+05,2300,1780,0
"290",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,60,NA,"B1","3209 WICKHAM AVENUE"," ",10469,"2","                  -  ","2","1,920","2,585",1970,1,"B1"," $440,000 ","2/12/2016",440000,2585,1920,0
"292",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,74,NA,"B1","3216 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","2,695","2,080",1970,1,"B1"," $470,000 ","4/18/2016",470000,2080,2695,0
"293",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4752,127,NA,"B1","1752 GIVAN AVENUE"," ",10469,"2","                  -  ","2","1,849","1,850",2005,1,"B1"," $333,000 ","2/15/2016",333000,1850,1849,0
"295",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4755,19,NA,"B1","3233 BRUNER AVENUE"," ",10469,"2","                  -  ","2","1,920","2,585",1970,1,"B1"," $515,000 ","1/24/2017",515000,2585,1920,0
"297",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4760,121,NA,"B1","3117 FENTON AVE"," ",10469,"2","                  -  ","2","2,500","2,040",2008,1,"B1"," $599,000 ","12/23/2016",599000,2040,2500,0
"298",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4761,29,NA,"B3","3172 FENTON AVENUE"," ",10469,"2","                  -  ","2","2,500","1,470",1945,1,"B3"," $500,000 ","3/16/2016",5e+05,1470,2500,0
"300",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4762,70,NA,"B3","3066 FENTON AVENUE"," ",10469,"2","                  -  ","2","1,375","2,480",1931,1,"B3"," $416,000 ","6/17/2016",416000,2480,1375,0
"301",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4763,17,NA,"B1","3141 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,522","1,568",1950,1,"B1"," $371,600 ","12/29/2016",371600,1568,2522,0
"302",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4763,25,NA,"B1","3121 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,688","1,461",1950,1,"B1"," $241,000 ","4/12/2016",241000,1461,2688,0
"303",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4766,10,NA,"B3","1520 HAMMERSLEY AVENUE"," ",10469,"2","                  -  ","2","2,502","1,258",1935,1,"B3"," $410,000 ","3/25/2016",410000,1258,2502,0
"304",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4767,52,NA,"B3","3058 MICKLE AVENUE"," ",10469,"2","                  -  ","2","2,375","1,520",1910,1,"B3"," $211,500 ","5/31/2016",211500,1520,2375,0
"305",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4768,12,NA,"B1","3045 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","2,975","2,400",1996,1,"B1"," $475,000 ","7/29/2016",475000,2400,2975,0
"306",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4769,55,NA,"B3","3146 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","2,375","1,558",1920,1,"B3"," $338,000 ","10/3/2016",338000,1558,2375,0
"307",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4773,6,NA,"B1","3063 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","1,853","1,596",1960,1,"B1"," $377,000 ","9/22/2016",377000,1596,1853,0
"308",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4774,43,NA,"B1","3024 GUNTHER AVE"," ",10469,"2","                  -  ","2","1,900","1,800",1950,1,"B1"," $480,000 ","10/24/2016",480000,1800,1900,0
"309",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4775,32,NA,"B1","1809 ADEE AVENUE"," ",10469,"2","                  -  ","2","2,477","1,584",1955,1,"B1"," $342,000 ","6/6/2016",342000,1584,2477,0
"310",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4776,12,NA,"B1","3031 ELY AVENUE"," ",10469,"2","                  -  ","2","1,895","2,310",1960,1,"B1"," $349,830 ","12/19/2016",349830,2310,1895,0
"311",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4778,158,NA,"B2","3154 GRACE AVENUE"," ",10469,"2","                  -  ","2","1,900","1,665",2004,1,"B2"," $756,822 ","1/9/2017",756822,1665,1900,0
"314",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4785,18,NA,"B1","2963 TIEMANN AVENUE"," ",10469,"2","                  -  ","2","1,900","2,500",1960,1,"B1"," $302,000 ","12/9/2016",302000,2500,1900,0
"317",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4789,11,NA,"B3","2945 WICKHAM AVENUE"," ",10469,"2","                  -  ","2","4,750","2,385",1901,1,"B3"," $221,000 ","3/29/2016",221000,2385,4750,0
"318",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4790,42,NA,"B1","2928 WICKHAM AVENUE"," ",10469,"2","                  -  ","2","2,375","1,867",2004,1,"B1"," $480,000 ","11/14/2016",480000,1867,2375,0
"319",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4792,29,NA,"B1","2803 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","1,868","2,351",1960,1,"B1"," $472,500 ","10/18/2016",472500,2351,1868,0
"320",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4792,29,NA,"B1","2803 GUNTHER AVENUE"," ",10469,"2","                  -  ","2","1,868","2,351",1960,1,"B1"," $275,000 ","2/10/2016",275000,2351,1868,0
"321",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4795,49,NA,"B1","2840 BRUNER AVENUE"," ",10469,"2","                  -  ","2","2,379","1,872",2002,1,"B1"," $754,233 ","4/5/2016",754233,1872,2379,0
"323",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4799,108,NA,"B1","2861 GRACE AVENUE"," ",10469,"2","                  -  ","2","2,912","3,105",2006,1,"B1"," $550,000 ","1/25/2017",550000,3105,2912,0
"325",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4799,137,NA,"B1","1904 ARNOW AVENUE"," ",10469,"2","                  -  ","2","2,064","3,600",2006,1,"B1"," $600,000 ","2/8/2016",6e+05,3600,2064,0
"328",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4887,42,NA,"B1","3438 EDSON AVENUE"," ",10469,"2","                  -  ","2","2,020","1,051",1925,1,"B1"," $599,000 ","9/1/2016",599000,1051,2020,0
"329",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4887,42,NA,"B1","3438 EDSON AVE"," ",10469,"2","                  -  ","2","2,020","1,051",1925,1,"B1"," $205,000 ","3/31/2016",205000,1051,2020,0
"330",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4888,12,NA,"B2","1311 E. 222 STREET"," ",10469,"2","                  -  ","2","2,500","4,080",2014,1,"B2"," $682,227 ","7/22/2016",682227,4080,2500,0
"331",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4888,13,NA,"B2","1309 EAST 222 STREET"," ",10469,"2","                  -  ","2","2,500","4,080",2014,1,"B2"," $670,000 ","8/11/2016",670000,4080,2500,0
"333",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4901,28,NA,"B1","1144 EAST 223RD STREET"," ",10466,"2","                  -  ","2","1,806","2,106",1955,1,"B1"," $599,000 ","4/27/2016",599000,2106,1806,0
"334",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4903,9,NA,"B1","1169 EAST 224 STREET"," ",10466,"2","                  -  ","2","2,685","1,816",1960,1,"B1"," $327,750 ","5/5/2016",327750,1816,2685,0
"335",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4903,69,NA,"B1","1144 EAST 225 STREET"," ",10466,"2","                  -  ","2","1,936","1,894",1950,1,"B1"," $304,500 ","11/28/2016",304500,1894,1936,0
"336",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4903,85,NA,"B1","1178 EAST 225TH STREET"," ",10466,"2","                  -  ","2","2,284","1,894",1950,1,"B1"," $260,000 ","4/26/2016",260000,1894,2284,0
"338",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4921,69,NA,"B1","3648 PALMER AVENUE"," ",10466,"2","                  -  ","2","2,511","1,854",2009,1,"B1"," $569,000 ","6/15/2016",569000,1854,2511,0
"339",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4921,124,NA,"B2","3673 BOLLER AVENUE"," ",10466,"2","                  -  ","2","2,088","2,200",1997,1,"B2"," $475,000 ","11/7/2016",475000,2200,2088,0
"341",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4921,141,NA,"B2","3619 BOLLER AVENUE"," ",10466,"2","                  -  ","2","1,991","2,092",1995,1,"B2"," $415,000 ","6/29/2016",415000,2092,1991,0
"342",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4921,149,NA,"B2","3601 BOLLER AVENUE"," ",10466,"2","                  -  ","2","3,019","2,146",1995,1,"B2"," $499,999 ","8/31/2016",499999,2146,3019,0
"343",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4921,169,NA,"B2","3660 PALMER AVENUE"," ",10466,"2","                  -  ","2","3,274","2,200",1996,1,"B2"," $470,000 ","7/15/2016",470000,2200,3274,0
"344",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4921,178,NA,"B2","3680 PALMER AVENUE"," ",10466,"2","                  -  ","2","2,009","2,400",1997,1,"B2"," $480,000 ","6/20/2016",480000,2400,2009,0
"345",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4922,85,NA,"B1","3607 MAROLLA PLACE"," ",10466,"2","                  -  ","2","2,986","2,800",1964,1,"B1"," $240,000 ","9/2/2016",240000,2800,2986,0
"346",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4924,121,NA,"B2","3879 BOSTON ROAD"," ",10466,"2","                  -  ","2","1,669","2,950",2010,1,"B2"," $497,000 ","2/18/2016",497000,2950,1669,0
"347",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4924,123,NA,"B2","3500 BOLLER AVENUE"," ",10466,"2","                  -  ","2","3,604","2,320",2010,1,"B2"," $450,000 ","2/10/2016",450000,2320,3604,0
"348",2,"BAYCHESTER","02 TWO FAMILY DWELLINGS                    ","1",4929,15,NA,"B1","3935 ELY"," ",10466,"2","                  -  ","2","1,820","1,920",1961,1,"B1"," $548,625 ","4/19/2016",548625,1920,1820,0
